Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-09-23,5.52802,5.52802,5.52802,5.52802
2022-09-26,5.56955,5.56955,5.56955,5.56955
2022-09-27,5.57532,5.57532,5.57532,5.57532
2022-09-28,5.62118,5.62118,5.62118,5.62118
2022-09-29,5.64021,5.64021,5.64021,5.64021
2022-09-30,5.65923,5.65923,5.65923,5.65923
2022-10-03,5.69434,5.69434,5.69434,5.69434
2022-10-04,5.73751,5.73751,5.73751,5.73751
2022-10-05,5.75595,5.75595,5.75595,5.75595
2022-10-06,5.77399,5.77399,5.77399,5.77399
2022-10-07,5.79013,5.79013,5.79013,5.79013
2022-10-10,5.81119,5.81119,5.81119,5.81119
2022-10-11,5.83856,5.83856,5.83856,5.83856
2022-10-12,5.85155,5.85155,5.85155,5.85155
2022-10-13,5.86509,5.86509,5.86509,5.86509
2022-10-14,5.87879,5.87879,5.87879,5.87879
2022-10-17,5.90172,5.90172,5.90172,5.90172
2022-10-18,5.90654,5.90654,5.90654,5.90654
2022-10-19,5.94532,5.94532,5.94532,5.94532
2022-10-20,5.95827,5.95827,5.95827,5.95827
2022-10-21,5.96977,5.96977,5.96977,5.96977
2022-10-24,5.98789,5.98789,5.98789,5.98789
2022-10-25,6.01961,6.01961,6.01961,6.01961
2022-10-26,6.03199,6.03199,6.03199,6.03199
2022-10-27,6.04421,6.04421,6.04421,6.04421
2022-10-28,6.0552,6.0552,6.0552,6.0552
2022-10-31,6.07845,6.07845,6.07845,6.07845
2022-11-02,6.11662,6.11662,6.11662,6.11662
2022-11-03,6.12112,6.12112,6.12112,6.12112
2022-11-04,6.14286,6.14286,6.14286,6.14286
2022-11-07,6.17297,6.17297,6.17297,6.17297
2022-11-08,6.17757,6.17757,6.17757,6.17757
2022-11-09,6.20104,6.20104,6.20104,6.20104
2022-11-10,6.21246,6.21246,6.21246,6.21246
2022-11-14,6.24475,6.24475,6.24475,6.24475
2022-11-15,6.24759,6.24759,6.24759,6.24759
2022-11-16,6.26955,6.26955,6.26955,6.26955
2022-11-17,6.27816,6.27816,6.27816,6.27816
2022-11-18,6.28657,6.28657,6.28657,6.28657
2022-11-21,6.30366,6.30366,6.30366,6.30366
2022-11-22,6.30496,6.30496,6.30496,6.30496
2022-11-23,6.32647,6.32647,6.32647,6.32647
2022-11-24,6.33456,6.33456,6.33456,6.33456
2022-11-25,6.34228,6.34228,6.34228,6.34228
2022-11-28,6.35686,6.35686,6.35686,6.35686
2022-11-29,6.35775,6.35775,6.35775,6.35775
2022-11-30,6.3825,6.3825,6.3825,6.3825
2022-12-01,6.39742,6.39742,6.39742,6.39742
2022-12-02,6.40457,6.40457,6.40457,6.40457
2022-12-05,6.41763,6.41763,6.41763,6.41763
2022-12-06,6.43578,6.43578,6.43578,6.43578
2022-12-07,6.44413,6.44413,6.44413,6.44413
2022-12-08,6.45313,6.45313,6.45313,6.45313
2022-12-09,6.4615,6.4615,6.4615,6.4615
2022-12-12,6.46735,6.46735,6.46735,6.46735
2022-12-13,6.47898,6.47898,6.47898,6.47898
2022-12-14,6.48329,6.48329,6.48329,6.48329
